id,VENTAS_MES_ANTERIOR,POTTOT,REMUNERACION_TOTAL,CYG,COD_DEPTO,CPAM,GRUPOS4,ANOS_ESPACIO,OLA
492035811,815149,0.0,0.0,2174762,27,0,3,5,2019
492062712,1078334,0.0,0.0,1045000,18,0,3,1,2019
492075813,300000,0.0,0.0,50000,5,1,3,1,2019
492081315,1800000,0.0,0.0,1400000,8,1,4,2,2019
492081311,2400000,0.0,0.0,1950000,8,1,3,4,2019
492083712,7000000,0.0,0.0,4170000,8,1,3,5,2019
492083713,1200000,0.0,0.0,108000,8,1,3,2,2019
492093611,600000,0.0,0.0,183000,8,1,3,5,2019
492094211,1400000,0.0,0.0,665000,8,1,3,5,2019
492110711,400000,0.0,0.0,100000,11,1,4,1,2019
492114711,3500000,0.0,0.0,2560000,11,1,3,5,2019
492114712,2500000,0.0,0.0,1800000,11,1,3,5,2019
492130811,540000,0.0,0.0,340000,17,1,4,5,2019
492131713,300000,0.0,0.0,15000,17,1,4,2,2019
492139111,870000,0.0,0.0,630000,18,1,3,1,2019
492155912,600000,0.0,0.0,64000,20,1,4,5,2019
492160011,390000,0.0,0.0,305800,20,1,3,5,2019
492162715,3120000,0.0,0.0,1694000,20,1,4,2,2019
492170011,320000,0.0,0.0,200000,23,1,4,5,2019
492203312,2580000,0.0,0.0,900000,44,1,3,4,2019
492203912,420000,0.0,0.0,112000,44,1,3,2,2019
492218614,4200000,0.0,0.0,3120000,47,1,3,5,2019
492219711,3800000,2.0,800000.0,2050000,47,1,4,5,2019
492224713,750000,0.0,0.0,320000,47,1,3,1,2019
492232113,50000,0.0,0.0,40000,52,1,3,5,2019
492238011,1200000,0.0,0.0,730000,54,1,3,2,2019
492245811,1500000,0.0,0.0,600000,66,1,4,5,2019
492254811,750000,1.0,0.0,580000,70,1,4,2,2019
492256314,1000000,0.0,0.0,540000,73,1,3,1,2019
492286111,5600000,0.0,0.0,2800000,44,0,4,4,2019
492286211,900000,0.0,0.0,660000,44,0,2,5,2019
492286711,1700000,0.0,0.0,1200000,44,0,2,2,2019
492290011,1392000,0.0,0.0,735000,44,0,2,2,2019
492290611,200000,0.0,0.0,60000,44,0,4,5,2019
492292811,1200000,0.0,0.0,400000,44,0,3,1,2019
492293911,1000000,1.0,0.0,570000,44,0,3,2,2019
492295711,5280000,2.0,0.0,2930000,44,0,4,5,2019
492297711,760000,0.0,0.0,560000,44,0,3,5,2019
492299511,1448452,2.0,0.0,804925,44,0,3,5,2019
492304213,64000,0.0,0.0,2000,52,0,3,5,2019
492314212,420000,0.0,0.0,292000,52,0,4,4,2019
492331511,1400000,0.0,0.0,800000,54,0,3,5,2019
492331512,1900000,0.0,0.0,1200000,54,0,3,3,2019
492357911,1780000,0.0,0.0,1300000,70,0,4,5,2019
492359311,4600000,0.0,0.0,4000000,70,0,3,5,2019
492359911,150000,0.0,0.0,0,70,0,4,5,2019
492362412,400000,1.0,0.0,226000,70,0,4,3,2019
492374211,1500000,0.0,0.0,600000,76,0,3,3,2019
492375412,1000000,0.0,0.0,495000,76,0,3,5,2019
492375411,800000,0.0,0.0,455000,76,0,3,5,2019
492382111,2000000,1.0,967000.0,760000,5,1,3,2,2019
492388211,2400000,1.0,0.0,1740000,11,1,4,1,2019
492391511,4688000,0.0,0.0,3088000,13,1,4,5,2019
492403612,700000,0.0,0.0,520000,17,1,3,1,2019
492407012,2000000,0.0,0.0,1120000,17,1,3,5,2019
492408811,1300000,0.0,0.0,920000,18,1,4,2,2019
492411014,180000,0.0,0.0,115000,19,1,4,4,2019
492413511,500000,0.0,250000.0,0,19,1,4,1,2019
492427812,6300000,1.0,480000.0,5180000,47,1,4,2,2019
492431512,600000,0.0,0.0,315000,50,1,4,3,2019
492432511,700000,0.0,0.0,410000,50,1,4,4,2019
492438711,1600000,0.0,0.0,1200000,54,1,4,5,2019
492441512,1440000,0.0,0.0,1394000,54,1,4,1,2019
492441715,840000,1.0,0.0,418400,54,1,4,3,2019
492461412,1400000,0.0,0.0,815000,73,1,3,2,2019
492464713,1700000,1.0,0.0,634000,76,1,2,1,2019
492467811,1350000,0.0,0.0,0,88,1,3,5,2019
492468711,9000000,0.0,0.0,3299386,88,1,4,5,2019
492482211,1050000,0.0,0.0,591000,41,0,4,2,2019
492483111,1200000,1.0,0.0,400000,41,0,3,2,2019
492488511,1500000,1.0,300000.0,701000,41,0,4,1,2019
492488811,680000,1.0,0.0,350000,41,0,4,4,2019
492490012,1600000,0.0,0.0,612000,41,0,3,5,2019
492499611,2500000,1.0,0.0,1100000,44,0,3,5,2019
492500114,7600000,0.0,0.0,5500000,44,0,3,1,2019
492500413,840000,0.0,0.0,420000,44,0,4,5,2019
492507611,620000,0.0,0.0,240000,44,0,4,2,2019
492509911,450000,1.0,0.0,200000,44,0,3,1,2019
492510712,140000,0.0,0.0,70000,44,0,3,2,2019
492531216,750000,0.0,0.0,586000,50,0,4,5,2019
492534712,900000,0.0,0.0,582000,50,0,4,5,2019
492535711,2000000,1.0,0.0,990000,50,0,3,5,2019
492538412,480000,0.0,0.0,140000,50,0,4,1,2019
492565411,5700000,0.0,0.0,2790000,8,0,3,5,2019
492570811,4320000,1.0,0.0,3480000,8,0,3,4,2019
492583721,400000,0.0,0.0,170000,5,1,4,1,2019
492593515,500000,0.0,0.0,230000,5,1,3,5,2019
492601816,2400000,0.0,0.0,1640000,8,1,3,5,2019
492607811,3720000,0.0,0.0,2696000,8,1,3,1,2019
492608219,1200000,0.0,0.0,785000,8,1,3,2,2019
492608212,900000,0.0,0.0,520000,8,1,3,1,2019
492608511,800000,0.0,0.0,710000,8,1,3,5,2019
492612911,2210000,1.0,0.0,1586000,8,1,3,5,2019
492613712,3600000,1.0,336000.0,2050000,8,1,4,5,2019
492615812,1300000,0.0,0.0,745000,8,1,4,2,2019
492616211,5500000,0.0,0.0,4836000,8,1,4,5,2019
492628112,1000000,0.0,0.0,630000,11,1,3,4,2019
492628411,1300000,0.0,0.0,870000,11,1,3,5,2019
492632811,3120000,0.0,0.0,2140000,11,1,4,1,2019
492644811,2850000,1.0,0.0,1568000,13,1,4,5,2019
492651114,700000,1.0,0.0,81000,15,1,4,2,2019
492656211,9000000,0.0,0.0,7800000,17,1,3,5,2019
492658213,80000,0.0,0.0,40000,17,1,3,5,2019
492659211,1200000,0.0,0.0,720000,17,1,3,2,2019
492666011,680000,0.0,0.0,420000,18,1,4,2,2019
492672411,500000,0.0,0.0,80000,18,1,4,5,2019
492678812,3000000,0.0,0.0,1817969,19,1,3,5,2019
492678811,4000000,0.0,103600.0,3262000,19,1,3,5,2019
492679511,900000,1.0,0.0,687791,19,1,3,5,2019
492694411,5600000,0.0,0.0,4000000,23,1,3,5,2019
492696212,700000,0.0,0.0,200000,23,1,4,5,2019
492699711,1750000,0.0,0.0,1050000,23,1,4,3,2019
492727513,200000,0.0,262925.0,10000,44,1,3,4,2019
492734213,1400000,1.0,280000.0,832000,44,1,3,3,2019
492745614,2600000,3.0,0.0,2036000,47,1,4,5,2019
492747113,3000000,0.0,0.0,1680000,47,1,2,5,2019
492748811,1600000,0.0,0.0,1046000,47,1,3,5,2019
492751011,1600000,0.0,0.0,700000,47,1,3,5,2019
492759311,410000,0.0,0.0,240000,50,1,4,1,2019
492759812,900000,0.0,0.0,375000,50,1,4,4,2019
492760612,900000,0.0,0.0,410000,50,1,4,4,2019
492766611,1300000,0.0,0.0,250000,50,1,4,5,2019
492780312,170000,0.0,0.0,70000,54,1,3,1,2019
492783212,1100000,0.0,0.0,750000,54,1,3,5,2019
492784211,1750000,0.0,0.0,1017500,54,1,3,5,2019
492792511,1200000,0.0,107000.0,153000,66,1,3,4,2019
492795411,1000000,0.0,0.0,500000,66,1,3,5,2019
492802811,650000,0.0,0.0,323000,66,1,3,2,2019
492817612,100000,0.0,0.0,40000,70,1,4,1,2019
492836311,600000,0.0,0.0,200000,76,1,3,5,2019
492837313,2300000,0.0,0.0,1500000,76,1,3,2,2019
492847011,1500000,0.0,0.0,100000,88,1,4,5,2019
492848611,1350000,0.0,0.0,500000,88,1,4,5,2019
492870612,1200000,0.0,0.0,850000,20,1,3,5,2019
492879411,200000,0.0,0.0,100000,17,1,3,5,2019
492895213,500000,0.0,0.0,117000,5,1,4,4,2019
492937311,1470896,0.0,0.0,945001,8,1,3,1,2019
492950712,1200000,1.0,0.0,450000,11,1,4,2,2019
492951211,4500000,0.0,0.0,3000000,11,1,3,4,2019
492952712,2000000,1.0,0.0,840000,11,1,3,3,2019
492956712,1500000,1.0,600000.0,225000,11,1,3,5,2019
492958911,450000,0.0,0.0,270000,11,1,3,5,2019
492995811,700000,0.0,0.0,200000,15,1,4,2,2019
493006111,700000,0.0,0.0,0,17,1,4,5,2019
493008411,150000,0.0,0.0,50000,17,1,3,5,2019
493008412,400000,0.0,0.0,120000,17,1,3,5,2019
493020411,600000,0.0,0.0,322000,17,1,3,2,2019
493026014,700000,0.0,0.0,80000,17,1,3,2,2019
493028111,3600000,0.0,0.0,2642000,17,1,3,5,2019
493050411,840000,0.0,0.0,279000,19,1,4,1,2019
493070114,9300000,0.0,0.0,7510000,20,1,3,5,2019
493071116,420000,0.0,0.0,250000,20,1,3,4,2019
493072612,500000,0.0,0.0,374000,20,1,3,5,2019
493076111,1560000,0.0,0.0,1130000,20,1,4,4,2019
493103912,750000,0.0,0.0,340000,27,1,3,2,2019
493117412,5600000,0.0,0.0,4640000,41,1,3,2,2019
493118811,1600000,0.0,0.0,720000,41,1,4,5,2019
493122911,2500000,0.0,0.0,1615000,41,1,3,1,2019
493152211,600000,0.0,0.0,305000,47,1,3,4,2019
493184412,800000,0.0,0.0,380000,52,1,4,3,2019
493199414,800000,0.0,0.0,520000,54,1,4,2,2019
493199413,600000,0.0,0.0,320000,54,1,4,2,2019
493224311,1100000,0.0,0.0,500000,66,1,3,5,2019
493235211,200000,0.0,0.0,20000,66,1,3,4,2019
493242912,1000000,0.0,0.0,550000,68,1,4,1,2019
493249711,650000,0.0,0.0,334000,68,1,4,1,2019
493263911,1800000,1.0,0.0,750000,70,1,2,5,2019
4932663110,1800000,0.0,0.0,1100000,70,1,3,5,2019
493267411,700000,0.0,0.0,480000,70,1,3,5,2019
493267712,930000,0.0,0.0,130000,70,1,4,5,2019
493267711,1500000,0.0,0.0,1080000,70,1,4,2,2019
493270911,810000,0.0,0.0,557000,70,1,2,5,2019
493272311,160000,0.0,0.0,120000,70,1,3,4,2019
493287611,280000,0.0,0.0,178000,73,1,4,1,2019
493293312,1200000,1.0,0.0,470000,73,1,4,1,2019
493304511,2520000,1.0,106000.0,1430000,76,1,4,1,2019
493319712,1500000,0.0,0.0,300000,88,1,4,5,2019
493320312,2600000,0.0,0.0,1880000,88,1,3,5,2019
493320511,5700000,0.0,0.0,4860000,88,1,4,1,2019
493321911,26000000,0.0,0.0,13115000,88,1,4,5,2019
493385812,200000,0.0,0.0,150000,15,1,3,3,2019
493385811,220000,0.0,0.0,105000,15,1,4,4,2019
493400311,900000,0.0,0.0,100000,20,1,4,2,2019
493403712,900000,0.0,0.0,670000,23,1,4,3,2019
493405011,550000,0.0,0.0,350000,23,1,4,5,2019
493405111,1300000,0.0,0.0,700000,23,1,3,5,2019
493410011,960000,1.0,0.0,815000,41,1,3,5,2019
493410014,780000,1.0,0.0,578000,41,1,3,1,2019
493412411,1200000,0.0,0.0,450000,47,1,3,5,2019
493424411,360000,0.0,0.0,240000,52,1,3,5,2019
493424515,552000,0.0,0.0,30000,52,1,4,5,2019
493425612,2000000,0.0,0.0,1560000,54,1,4,1,2019
493434911,1800000,0.0,0.0,0,66,1,4,1,2019
493436011,600000,0.0,0.0,247000,66,1,2,2,2019
493438815,1900000,0.0,0.0,660000,66,1,4,4,2019
493449911,900000,1.0,0.0,837500,76,1,4,5,2019
493470012,650000,0.0,0.0,305000,25,0,3,2,2019
493503811,6000000,1.0,450000.0,4680000,13,1,4,5,2019
493515811,3100000,2.0,645000.0,1899500,17,1,4,5,2019
493532911,380000,0.0,0.0,130000,23,1,2,5,2019
493539612,6000000,0.0,0.0,4140000,47,1,3,2,2019
493542914,930000,0.0,0.0,630000,50,1,3,5,2019
493544913,2910000,1.0,0.0,1875000,50,1,3,5,2019
493557612,450000,0.0,0.0,200000,52,1,3,5,2019
493564211,1600000,1.0,0.0,1000000,52,1,3,2,2019
493567214,1350000,0.0,0.0,900000,54,1,3,2,2019
493573411,1200000,0.0,0.0,796000,54,1,3,5,2019
493578211,620000,0.0,0.0,360000,63,1,4,1,2019
493626611,400000,0.0,0.0,300000,5,1,3,2,2019
493635911,800000,0.0,0.0,370000,5,1,3,5,2019
493645715,900000,0.0,0.0,330000,8,1,4,5,2019
493653312,1600000,1.0,0.0,800000,8,1,3,3,2019
493659614,6400000,3.0,2700000.0,1510000,11,1,3,1,2019
493660412,500000,0.0,0.0,180000,11,1,3,4,2019
493663011,3500000,1.0,1282000.0,1100000,11,1,3,3,2019
493671111,750000,1.0,0.0,585000,11,1,4,1,2019
493671311,550000,0.0,0.0,130000,11,1,3,3,2019
493687513,10880000,0.0,0.0,8180000,13,1,4,5,2019
493694411,5000000,0.0,70000.0,2485000,15,1,2,4,2019
493701513,360000,0.0,0.0,305000,17,1,3,4,2019
493717312,2400000,0.0,0.0,1500000,18,1,4,1,2019
493717311,1200000,0.0,0.0,600000,18,1,3,2,2019
493735115,4300000,0.0,0.0,2570000,20,1,4,2,2019
493735411,970000,1.0,0.0,500000,20,1,4,2,2019
493740211,3500000,4.0,300000.0,2542000,20,1,4,4,2019
493743711,4160000,1.0,260000.0,3185000,20,1,4,3,2019
493770411,900000,0.0,0.0,840000,41,1,3,5,2019
493784515,1300000,0.0,0.0,980000,47,1,4,5,2019
493784514,2500000,0.0,0.0,2120000,47,1,3,5,2019
493788512,4000000,0.0,0.0,2240000,47,1,3,2,2019
493790011,2660000,0.0,0.0,1580000,47,1,4,3,2019
493790113,4500000,0.0,0.0,3200000,47,1,3,3,2019
493793813,750000,0.0,0.0,250000,47,1,4,1,2019
493814111,700000,1.0,0.0,400000,54,1,3,5,2019
493820711,800000,0.0,0.0,400000,66,1,4,2,2019
493821211,900000,0.0,0.0,600000,66,1,2,4,2019
493822611,1800000,0.0,0.0,890000,66,1,3,5,2019
493833812,600000,0.0,0.0,200000,68,1,4,5,2019
493847512,1500000,0.0,0.0,1180000,70,1,3,5,2019
493850112,300000,0.0,0.0,30000,70,1,3,5,2019
493860211,1000000,0.0,0.0,585000,73,1,4,2,2019
493872812,450000,0.0,0.0,180000,76,1,3,5,2019
493903811,800000,0.0,0.0,20000,44,1,4,5,2019
493927011,1092000,0.0,0.0,532000,44,1,3,4,2019
493929814,300000,2.0,80000.0,119000,44,1,4,3,2019
493930212,2820000,0.0,0.0,1250000,44,1,3,4,2019
493930512,4058000,0.0,0.0,2588000,44,1,3,5,2019
493930711,3476000,1.0,340000.0,1696000,44,1,4,4,2019
493951711,1530000,2.0,0.0,908000,63,0,4,5,2019
493955111,3500000,2.0,800000.0,1785000,63,0,4,5,2019
493959311,400000,0.0,0.0,265000,63,0,3,5,2019
493961012,96000,1.0,0.0,48000,63,0,3,1,2019
493966113,2500000,1.0,0.0,1470000,5,1,4,3,2019
493973314,150000,0.0,0.0,50000,15,1,3,4,2019
493974912,3500000,0.0,0.0,2255000,15,1,3,5,2019
493990411,1500000,2.0,0.0,956000,20,1,4,1,2019
493991412,200000,0.0,0.0,100000,20,1,2,1,2019
494001011,9000000,0.0,0.0,8235000,47,1,3,5,2019
494014211,900000,0.0,0.0,290000,63,1,3,5,2019
494018812,620000,0.0,0.0,430000,73,1,4,2,2019
494020711,750000,0.0,0.0,320000,73,1,3,4,2019
494046412,9000000,0.0,0.0,5640000,52,0,3,5,2019
494050411,400000,0.0,0.0,0,52,0,4,3,2019
494053916,350000,0.0,0.0,273000,52,0,4,1,2019
494058111,307000,0.0,0.0,235000,52,0,3,2,2019
494058411,640000,0.0,0.0,450000,52,0,3,5,2019
494063211,450000,0.0,0.0,400000,52,0,3,5,2019
494066013,5300000,0.0,0.0,4800000,52,0,3,4,2019
494094615,150000,0.0,0.0,40000,5,1,3,2,2019
494097712,400000,0.0,0.0,0,5,1,3,3,2019
494102011,900000,0.0,0.0,600000,5,1,3,5,2019
494108413,500000,0.0,0.0,204000,8,1,3,5,2019
4941118111,3600000,1.0,300000.0,2240000,8,1,4,4,2019
494112011,4000000,0.0,0.0,2980000,8,1,3,5,2019
494113711,1900000,0.0,0.0,1130000,8,1,3,5,2019
494114118,920000,0.0,0.0,229000,8,1,4,1,2019
494116513,1800000,0.0,0.0,200000,8,1,3,5,2019
494120112,2700000,1.0,0.0,1080000,8,1,4,4,2019
494121711,3600000,2.0,600000.0,2365000,8,1,4,2,2019
494131813,400000,0.0,0.0,150000,11,1,3,2,2019
494132112,1800000,0.0,250000.0,830000,11,1,4,4,2019
494133611,600000,0.0,0.0,463000,11,1,3,1,2019
494161811,6000000,0.0,240000.0,5150000,13,1,3,5,2019
494189212,2500000,0.0,0.0,1749000,17,1,4,5,2019
494189513,1000000,1.0,0.0,855000,17,1,2,5,2019
494195311,1400000,0.0,0.0,1000000,17,1,3,5,2019
494214511,5500000,0.0,0.0,4264518,19,1,3,5,2019
494214512,1500000,0.0,0.0,900000,19,1,3,2,2019
494216711,3165481,0.0,0.0,1663935,19,1,4,5,2019
494228313,6000000,0.0,0.0,4620000,20,1,3,5,2019
494229812,2184000,0.0,0.0,1820000,20,1,3,1,2019
494230711,4500000,0.0,0.0,2030000,20,1,3,5,2019
494231011,19500000,2.0,0.0,18345000,20,1,3,5,2019
494254312,2100000,0.0,0.0,230000,41,1,4,5,2019
494265012,450000,0.0,0.0,300000,41,1,3,3,2019
494265013,3900000,0.0,0.0,3252000,41,1,4,2,2019
494275512,2000000,0.0,0.0,1110000,44,1,3,5,2019
494280811,4700000,0.0,0.0,4000000,44,1,3,5,2019
494283111,8800000,1.0,600000.0,6405000,44,1,4,4,2019
494283913,575000,0.0,0.0,410000,44,1,4,3,2019
494294214,5700000,0.0,0.0,3930000,47,1,3,1,2019
494302612,90000,0.0,0.0,55000,47,1,4,4,2019
494318111,1500000,0.0,0.0,688000,50,1,4,4,2019
494335211,1800000,0.0,0.0,1248000,52,1,3,5,2019
494338513,1100000,0.0,0.0,940000,54,1,3,2,2019
494338511,2000000,0.0,0.0,1540000,54,1,3,5,2019
494339911,3200000,0.0,0.0,1790000,54,1,4,4,2019
494340211,645000,0.0,0.0,310000,54,1,3,2,2019
494352111,1500000,0.0,0.0,483200,54,1,3,5,2019
494353711,500000,0.0,0.0,320000,54,1,3,5,2019
494353712,500000,0.0,0.0,320000,54,1,3,5,2019
494361411,980000,0.0,0.0,484000,63,1,3,5,2019
494363111,500000,0.0,0.0,0,63,1,3,5,2019
494394111,3000000,0.0,0.0,2050000,68,1,3,2,2019
494394712,1600000,0.0,0.0,669000,68,1,3,5,2019
494396711,1500000,0.0,0.0,480000,68,1,3,3,2019
494401012,1300000,0.0,0.0,650000,70,1,3,5,2019
494401014,700000,0.0,0.0,100000,70,1,4,5,2019
494402013,5050000,0.0,0.0,4240000,70,1,3,5,2019
4944025110,1400000,0.0,0.0,940000,70,1,3,5,2019
494406511,650000,0.0,0.0,430000,70,1,3,5,2019
494409013,1200000,0.0,0.0,800000,70,1,3,3,2019
494411611,8500000,1.0,0.0,6270000,70,1,4,2,2019
494411811,2500000,0.0,0.0,2040000,70,1,3,5,2019
494412011,1000000,0.0,0.0,750000,70,1,3,1,2019
494422311,900000,0.0,0.0,310000,73,1,3,1,2019
494422312,720000,0.0,0.0,300000,73,1,3,1,2019
494429512,700000,0.0,0.0,60000,73,1,3,5,2019
494438511,1300000,0.0,0.0,1040000,76,1,3,5,2019
494447511,500000,0.0,0.0,300000,76,1,4,5,2019
494451712,600000,0.0,0.0,205000,76,1,4,1,2019
494458612,9000000,0.0,0.0,6000000,88,1,3,5,2019
494494811,25391617,3.0,2740000.0,7759886,27,0,3,5,2019
494498411,40181030,0.0,0.0,22857478,27,0,3,5,2019
494534812,200000,0.0,0.0,92000,47,0,4,1,2019
494536611,2500000,0.0,0.0,2080000,47,0,3,4,2019
494547411,2000000,0.0,0.0,1200000,5,0,3,5,2019
494576213,4000000,0.0,0.0,2000000,68,0,3,1,2019
494581211,1750000,0.0,0.0,755000,68,0,4,2,2019
494608911,920000,0.0,0.0,548000,76,0,2,3,2019
494609711,1900000,0.0,0.0,1700000,76,0,3,5,2019
494618411,400000,0.0,0.0,105000,76,0,4,3,2019
494625111,1350000,1.0,0.0,827500,13,0,2,5,2019
494631311,1150000,0.0,0.0,950000,13,0,4,5,2019
494634112,1500000,0.0,0.0,888000,13,0,2,4,2019
494634615,1800000,0.0,0.0,1115000,13,0,4,2,2019
494634814,1200000,0.0,0.0,660000,13,0,4,1,2019
494654511,80000,0.0,0.0,0,17,0,4,1,2019
494656812,150000,0.0,0.0,14000,17,0,4,5,2019
494659617,170000,0.0,0.0,120000,17,0,3,4,2019
494661911,350000,0.0,0.0,282000,17,0,3,5,2019
494664213,600000,0.0,0.0,200000,17,0,4,5,2019
494685311,2500000,0.0,0.0,1285000,5,1,4,4,2019
494685411,889181,0.0,0.0,18000,5,1,3,4,2019
494699211,50000,0.0,0.0,0,17,1,4,1,2019
494702711,1400000,0.0,0.0,680000,17,1,3,5,2019
494708811,250000,1.0,0.0,141000,19,1,4,1,2019
494715613,2080000,1.0,0.0,1143000,20,1,2,1,2019
494715611,3016000,0.0,0.0,1705000,20,1,2,2,2019
494715713,900000,2.0,0.0,595000,20,1,2,5,2019
494715911,14000000,5.0,3500000.0,9790000,20,1,4,5,2019
494725112,3500000,0.0,0.0,2540000,23,1,4,2,2019
494739411,1450000,0.0,0.0,1000000,23,1,4,5,2019
494760911,1300000,2.0,0.0,798000,54,1,4,1,2019
494761112,200000,0.0,0.0,60000,54,1,4,3,2019
494772911,1600000,1.0,0.0,450000,68,1,4,1,2019
494784512,1600000,1.0,0.0,500000,76,1,3,5,2019
494818411,100000,0.0,0.0,64000,19,0,3,2,2019
494828611,800000,0.0,0.0,100000,25,0,3,5,2019
494899712,1500000,1.0,0.0,905000,70,0,4,4,2019
494923412,500000,0.0,0.0,15000,18,0,4,5,2019
494933213,900000,0.0,0.0,620000,5,1,3,4,2019
494934911,3000000,0.0,0.0,1600000,5,1,4,5,2019
494945312,2800000,2.0,400000.0,3150000,5,1,3,2,2019
494949811,300000,0.0,0.0,600000,5,1,4,4,2019
494998111,7800000,0.0,0.0,6500000,15,1,3,5,2019
495008411,6060000,2.0,960000.0,4100000,17,1,4,5,2019
495054611,1300000,0.0,0.0,230000,20,1,4,4,2019
495054911,900000,0.0,0.0,280000,20,1,3,5,2019
495062613,1430000,0.0,0.0,1055000,20,1,4,1,2019
495069111,10500000,0.0,0.0,7060000,23,1,3,5,2019
495107511,500000,0.0,0.0,325000,41,1,3,2,2019
495120511,600000,0.0,0.0,170000,44,1,4,2,2019
495122411,1160000,1.0,0.0,600000,44,1,3,1,2019
495126714,360000,0.0,0.0,30000,47,1,3,1,2019
495130911,1100000,0.0,0.0,580000,47,1,4,1,2019
495149211,1200000,1.0,0.0,870000,50,1,2,1,2019
495169515,1875000,0.0,0.0,1670000,54,1,3,4,2019
495170311,500000,0.0,0.0,376000,54,1,3,4,2019
495170411,2000000,1.0,0.0,1350000,54,1,3,5,2019
495171011,850000,0.0,0.0,375000,54,1,4,2,2019
495172612,900000,0.0,0.0,500000,54,1,3,5,2019
495172614,600000,0.0,0.0,450000,54,1,3,4,2019
495177311,300000,0.0,0.0,196000,54,1,3,1,2019
495177611,1700000,1.0,0.0,963000,54,1,3,2,2019
495177613,720000,0.0,0.0,492000,54,1,3,2,2019
495189111,1000000,0.0,0.0,620000,63,1,3,5,2019
495190911,350000,0.0,0.0,280000,63,1,3,5,2019
495215614,1500000,0.0,0.0,1050000,68,1,3,5,2019
495216114,2800000,0.0,0.0,2175000,68,1,3,5,2019
495216112,1800000,0.0,0.0,975000,68,1,3,5,2019
495221612,650000,0.0,0.0,460000,68,1,3,2,2019
495223611,2500000,2.0,260000.0,2100000,70,1,4,4,2019
495225711,400000,0.0,0.0,110000,70,1,3,5,2019
495232916,900000,0.0,0.0,640000,70,1,3,4,2019
495237912,2100000,0.0,0.0,1485000,70,1,3,2,2019
495238115,720000,0.0,0.0,120000,70,1,3,5,2019
495243311,200000,0.0,0.0,148000,73,1,4,1,2019
495244911,800000,0.0,0.0,400000,73,1,3,5,2019
495250911,800000,0.0,0.0,428000,76,1,4,4,2019
495309511,13000000,0.0,0.0,12020000,8,0,3,5,2019
495326811,1400000,0.0,0.0,840000,8,1,4,1,2019
495327711,1800000,1.0,0.0,1476000,8,1,4,5,2019
495330312,700000,0.0,0.0,300000,8,1,4,4,2019
495332311,800000,0.0,0.0,670000,8,1,3,4,2019
495333711,5400000,0.0,0.0,3706000,8,1,3,2,2019
495340011,1530000,0.0,0.0,837000,20,1,4,2,2019
495341011,4000000,0.0,0.0,40000,70,1,4,5,2019
495344411,1200000,0.0,0.0,500000,88,1,3,5,2019
495346212,1800000,0.0,0.0,1082000,11,1,4,4,2019
495365412,1500000,0.0,0.0,858000,5,1,4,5,2019
495372211,4263200,0.0,0.0,4263000,5,1,4,5,2019
495398112,7000000,0.0,0.0,5020000,8,1,3,2,2019
495398211,15000000,0.0,0.0,10275000,8,1,3,5,2019
495399011,1800000,1.0,30000.0,1312000,8,1,3,5,2019
495405511,12500000,1.0,0.0,7605000,8,1,3,5,2019
495405515,14000000,0.0,0.0,10200000,8,1,3,5,2019
495406412,5300000,1.0,0.0,1380000,8,1,4,4,2019
495407811,1320000,2.0,0.0,660000,8,1,3,2,2019
495415311,2100000,0.0,0.0,1060000,8,1,3,5,2019
495420011,3200000,0.0,0.0,1500000,11,1,3,2,2019
495451812,474000,0.0,0.0,31000,13,1,2,1,2019
495474211,6500000,2.0,300000.0,3789000,15,1,3,5,2019
495484611,300000,0.0,0.0,39000,17,1,4,5,2019
495491411,750000,0.0,0.0,10000,17,1,4,4,2019
495491615,1320000,0.0,0.0,80000,17,1,3,4,2019
495502411,15000000,0.0,0.0,12000000,18,1,3,5,2019
495503111,1900000,0.0,0.0,1396000,18,1,4,2,2019
495509411,6480000,0.0,0.0,5500000,18,1,3,4,2019
495512811,3378000,0.0,0.0,2378000,18,1,2,3,2019
495542011,1800000,0.0,0.0,1505000,20,1,3,5,2019
495553711,1200000,1.0,0.0,850000,20,1,4,5,2019
495554511,6000000,2.0,0.0,5150000,20,1,3,2,2019
495588012,800000,1.0,300000.0,175000,27,1,3,1,2019
495624612,2840000,0.0,0.0,2240000,44,1,4,5,2019
495642012,240000,0.0,0.0,30000,47,1,4,1,2019
495642711,5000000,0.0,0.0,3120000,47,1,3,5,2019
495642811,3000000,0.0,0.0,2250000,47,1,3,5,2019
495648912,2200000,0.0,0.0,1300000,47,1,3,1,2019
495649011,1300000,0.0,0.0,600000,47,1,3,2,2019
495652711,12600000,0.0,0.0,10500000,47,1,4,5,2019
495654111,2900000,0.0,0.0,2092000,47,1,4,4,2019
495654813,4800000,0.0,0.0,1506000,47,1,4,5,2019
495656711,2500000,0.0,0.0,1590000,47,1,4,5,2019
495662811,380000,0.0,0.0,260000,50,1,3,1,2019
495669712,2500000,0.0,0.0,1050000,50,1,3,3,2019
495685211,640000,0.0,0.0,495000,52,1,4,1,2019
495685713,510000,0.0,0.0,236000,52,1,4,5,2019
495686612,750000,0.0,0.0,592000,52,1,4,3,2019
495688811,1460000,0.0,0.0,1178000,52,1,4,1,2019
495691713,1000000,0.0,0.0,520000,52,1,4,5,2019
495706111,1200000,1.0,0.0,950000,54,1,4,3,2019
495709712,700000,0.0,0.0,320000,54,1,4,2,2019
