id,VENTAS_MES_ANTERIOR,POTTOT,REMUNERACION_TOTAL,CYG,COD_DEPTO,CPAM,GRUPOS4,ANOS_ESPACIO,OLA,F_EXP
484552511,900000,0.0,0.0,100000,88,1,4,5,2019,5.8855699752
484552712,860000,0.0,0.0,100000,88,1,4,5,2019,7.7708038137
484552713,2120000,0.0,0.0,600000,88,1,4,3,2019,7.7708038137
484554611,5000000,0.0,0.0,3062000,88,1,4,5,2019,5.2771590035
484555111,3150000,0.0,0.0,1650000,88,1,3,5,2019,5.0080046131
484583611,1935000,0.0,0.0,1612000,20,0,3,4,2019,154.54392899
484599011,203787,0.0,0.0,140678,27,0,3,5,2019,150.07938476
484623411,250000,0.0,0.0,111000,44,0,4,5,2019,71.20146803
484637316,2100000,0.0,0.0,760000,47,0,3,5,2019,30.052169181
484642712,2000000,0.0,0.0,1576000,47,0,4,4,2019,107.15970821
484653118,1000000,0.0,0.0,700000,47,0,4,2,2019,52.567405641
484661211,1150000,0.0,0.0,460000,76,0,3,5,2019,186.92244289
484661811,140000,0.0,0.0,80000,76,0,3,4,2019,186.92244289
484669511,620000,1.0,0.0,525000,17,0,4,1,2019,261.76654231
484684411,1680000,2.0,830000.0,1072000,17,0,3,5,2019,96.417899764
484694111,1500000,0.0,0.0,350000,19,0,4,5,2019,190.10407838
484694311,500000,0.0,0.0,300000,19,0,3,3,2019,253.25919663
484714011,600000,0.0,0.0,470000,5,1,4,2,2019,116.63627986
484720411,615000,0.0,0.0,510000,15,1,2,1,2019,7.851537672
484726711,1700000,0.0,0.0,536000,17,1,3,5,2019,12.868902036
484734912,1100000,0.0,0.0,566000,20,1,4,1,2019,16.983803391
484754611,5200000,2.0,576000.0,3855000,47,1,4,5,2019,13.136037071
484762113,450000,0.0,0.0,246000,54,1,3,5,2019,30.795465637
484774215,1400000,0.0,0.0,650000,66,1,4,1,2019,27.677822991
484782311,70000,0.0,0.0,20000,73,1,3,2,2019,12.22317007
484783512,850000,0.0,0.0,400000,73,1,4,1,2019,24.293873622
484786311,450000,0.0,0.0,300000,73,1,3,2,2019,21.354804471
484803912,240000,0.0,0.0,120000,23,0,3,3,2019,199.11967405
484823512,2900000,0.0,0.0,2020000,47,0,3,5,2019,42.063052512
484852411,380000,0.0,0.0,215000,52,0,3,5,2019,304.42544408
484852912,1100000,0.0,0.0,700000,52,0,3,4,2019,215.4137581
484865711,1700000,1.0,0.0,1010000,54,0,3,5,2019,84.783527473
484865912,1200000,1.0,120000.0,760000,54,0,4,1,2019,92.058664718
484867811,4680000,1.0,0.0,3089000,54,0,4,4,2019,78.534090133
484905111,480000,1.0,0.0,340000,63,0,4,1,2019,449.63439465
484911811,600000,0.0,35000.0,311000,63,0,3,5,2019,277.13890256
484920211,350000,0.0,0.0,183000,66,0,4,4,2019,46.385113999
484933911,850000,0.0,0.0,437000,66,0,2,1,2019,99.739041354
484936412,1000000,1.0,0.0,476000,15,0,3,5,2019,219.46708087
484937411,450000,0.0,0.0,297000,15,0,2,2,2019,193.31703048
484940412,772000,1.0,0.0,621000,15,0,4,5,2019,219.46708087
484940411,1675000,0.0,0.0,907000,15,0,3,5,2019,219.46708087
484955711,600000,0.0,0.0,180000,5,1,3,5,2019,64.193415384
484961711,1155914,0.0,238000.0,580026,5,1,4,1,2019,71.458651579
484972611,2000000,0.0,0.0,1390000,15,1,4,1,2019,11.495874224
484978011,260000,0.0,0.0,130000,17,1,3,4,2019,12.620274413
484982515,1000000,1.0,375000.0,912500,17,1,3,4,2019,36.562761329
485000911,1000000,0.0,0.0,500000,50,1,4,5,2019,26.206078734
485007811,800000,0.0,0.0,0,50,1,4,2,2019,24.509335357
485016311,9500000,0.0,0.0,8000000,54,1,3,5,2019,31.657510278
485016312,8000000,0.0,0.0,6000000,54,1,3,5,2019,31.657510278
485016314,5000000,0.0,0.0,4000000,54,1,3,2,2019,31.657510278
485034312,900000,0.0,0.0,512000,68,1,2,1,2019,37.715339201
485036711,3800000,0.0,0.0,3000000,68,1,4,5,2019,37.293495248
485042912,1600000,0.0,0.0,910000,73,1,2,5,2019,34.241258024
485089111,1161171,1.0,0.0,10309,19,0,3,5,2019,96.340951428
485113211,670000,1.0,0.0,280000,8,1,4,4,2019,44.048938454
485113615,1680000,0.0,0.0,829000,8,1,3,2,2019,93.224107793
485114012,4500000,1.0,0.0,1580000,8,1,4,2,2019,86.067051057
485114811,6200000,1.0,0.0,4580000,8,1,4,5,2019,38.121660415
485116211,1160000,2.0,0.0,448000,8,1,3,5,2019,94.052715093
485120511,3000000,1.0,0.0,1580000,8,1,2,5,2019,34.765741432
485120811,1900000,1.0,0.0,1260000,8,1,4,1,2019,48.794524989
485120812,320000,1.0,0.0,220000,8,1,3,1,2019,48.794524989
485123311,3000000,0.0,0.0,1590000,8,1,3,5,2019,85.784808973
485127112,600000,0.0,0.0,125000,11,1,4,3,2019,245.78212158
485142311,450000,0.0,0.0,362000,11,1,3,4,2019,261.11214928
485166811,3800000,0.0,0.0,2340000,15,1,3,5,2019,10.701292368
485173711,300000,0.0,0.0,185000,17,1,3,5,2019,13.488094512
485175311,240000,2.0,0.0,312000,17,1,2,1,2019,14.254979641
485209913,300000,0.0,0.0,75000,23,1,4,2,2019,14.707251546
485234612,826000,0.0,0.0,432000,41,1,2,5,2019,7.0189815992
485256914,900000,0.0,0.0,365000,44,1,4,1,2019,8.0175959542
485260911,1050000,1.0,0.0,550000,44,1,4,2,2019,12.600686078
485270811,2850000,0.0,0.0,1900000,47,1,3,3,2019,10.736694094
485272511,2200000,0.0,0.0,1600000,47,1,4,4,2019,17.569892756
485276513,9600000,1.0,0.0,7592000,47,1,3,5,2019,11.465929454
485322411,500000,0.0,0.0,300000,70,1,4,4,2019,8.4540157218
485330412,1800000,0.0,0.0,1170000,70,1,3,3,2019,7.2652455062
485347315,600000,0.0,0.0,472000,76,1,3,2,2019,76.878088825
485348112,1400000,1.0,0.0,952000,76,1,4,1,2019,79.98902116
485383921,400000,0.0,0.0,150000,76,0,2,5,2019,483.4299366
485384131,480000,0.0,0.0,240000,76,0,3,2,2019,254.68289758
485384914,7800000,0.0,0.0,7074000,76,0,3,2,2019,474.32686334
485384915,7800000,0.0,0.0,6775000,76,0,3,5,2019,474.32686334
485404212,3750000,1.0,0.0,1910000,20,1,3,5,2019,16.512795383
485410012,640000,0.0,0.0,420000,20,1,3,5,2019,20.446631677
485411111,1200000,0.0,0.0,605000,20,1,3,5,2019,11.837516114
485421011,1500000,0.0,0.0,624000,52,1,3,5,2019,18.210648688
485427512,5500000,1.0,100000.0,5370000,52,0,3,5,2019,287.77792083
485428412,4500000,0.0,0.0,2400000,52,0,4,5,2019,289.92135398
485454412,100000,0.0,0.0,50000,5,1,3,5,2019,110.2389021
485458116,120000,0.0,0.0,50000,5,1,3,4,2019,92.78765066
485458113,889181,0.0,0.0,447670,5,1,3,5,2019,92.78765066
485467211,1020000,0.0,0.0,560000,5,1,4,5,2019,102.27484931
485470211,220000,1.0,0.0,60000,5,1,3,1,2019,155.2053254
485489914,600000,0.0,0.0,280000,8,1,4,5,2019,47.146648823
485493618,840000,0.0,0.0,460000,8,1,3,1,2019,55.418229269
485494012,4490000,0.0,0.0,4210000,8,1,3,5,2019,55.129502534
485494212,2000000,2.0,500000.0,1670000,8,1,3,5,2019,53.887232057
485496212,2200000,0.0,0.0,1800000,8,1,3,2,2019,51.153528786
485511511,6800000,0.0,0.0,5745000,11,1,3,5,2019,302.50109206
485520511,10000000,1.0,0.0,6562000,11,1,3,5,2019,275.96133256
485528112,2300000,0.0,102000.0,770000,11,1,4,4,2019,189.35728124
485554312,1240000,0.0,0.0,521000,15,1,4,4,2019,11.006730203
485557311,180000,0.0,0.0,60000,15,1,4,1,2019,11.006730203
485570516,1000000,0.0,0.0,180000,17,1,3,4,2019,20.111675156
485571015,850000,0.0,0.0,105000,17,1,4,5,2019,11.265273632
485572212,400000,0.0,0.0,355000,17,1,3,5,2019,13.379471843
485576511,600000,0.0,136800.0,432000,17,1,3,5,2019,12.126374237
485613911,2020000,0.0,0.0,1552000,19,1,3,5,2019,8.2348430801
485613914,10600000,0.0,0.0,8740000,19,1,3,3,2019,8.2348430801
485617411,924000,0.0,0.0,727000,19,1,4,5,2019,10.034767207
485618812,3800000,0.0,0.0,3104200,19,1,3,5,2019,7.8716351631
485627911,1500000,0.0,0.0,1280000,20,1,3,2,2019,12.428362475
485637112,700000,0.0,0.0,230000,23,1,4,5,2019,16.053153334
485637912,1200000,1.0,0.0,600000,23,1,4,1,2019,16.192587303
485643411,300000,0.0,0.0,230000,23,1,3,5,2019,12.452984089
485657911,480000,0.0,0.0,300000,27,1,4,5,2019,11.456008836
485658011,380000,0.0,245000.0,240000,27,1,3,1,2019,2.8640022089
485668311,250000,1.0,0.0,50000,27,1,4,1,2019,2.8640022089
485669711,600000,1.0,40000.0,650000,27,1,3,5,2019,2.8640022089
485676312,1000000,0.0,0.0,170000,41,1,4,4,2019,14.27063855
485686511,600000,0.0,0.0,350000,41,1,3,5,2019,11.833650722
485695712,6300000,0.0,0.0,6241000,44,1,3,1,2019,8.7110435368
485700011,4000000,0.0,0.0,700000,44,1,4,4,2019,5.3838580655
485703111,2000000,0.0,0.0,1120000,44,1,4,2,2019,7.3334257938
485703416,1840000,1.0,60000.0,1260000,44,1,3,5,2019,5.4009295084
485704712,80000,0.0,0.0,50000,44,1,3,1,2019,9.2133107474
485716014,1300000,0.0,0.0,1000000,47,1,4,4,2019,15.754868299
485725511,800000,0.0,0.0,130000,47,1,4,1,2019,18.385511211
485739912,1800000,1.0,0.0,1110000,50,1,4,2,2019,23.438188366
485744211,800000,0.0,0.0,215000,50,1,4,3,2019,22.485100514
485760212,480000,0.0,0.0,321600,52,1,4,2,2019,20.517878859
485781911,3000000,1.0,0.0,1800000,54,1,3,4,2019,37.258134741
485783211,1500000,0.0,0.0,1370000,54,1,4,4,2019,29.29310522
485784612,1300000,0.0,0.0,850000,54,1,3,3,2019,29.158591333
485787212,1600000,1.0,100000.0,850000,54,1,4,1,2019,34.400108904
485811611,190000,0.0,0.0,50000,66,1,2,2,2019,27.842198466
485826812,3000000,0.0,103600.0,1269000,68,1,4,4,2019,43.887101146
485828311,750000,0.0,0.0,250000,68,1,3,2,2019,60.485156087
485837812,700000,0.0,0.0,240000,68,1,4,5,2019,42.305395799
485845511,1040000,0.0,0.0,720000,70,1,4,5,2019,7.0923566542
485856413,700000,0.0,0.0,177000,70,1,4,2,2019,13.200612807
485856514,1800000,1.0,280000.0,1467000,70,1,4,2,2019,6.3594155697
485861412,320000,0.0,0.0,208500,70,1,3,2,2019,11.482839365
485867012,2100000,0.0,0.0,1335000,73,1,3,5,2019,22.784598168
485874411,1022000,0.0,0.0,640000,73,1,3,2,2019,17.108470943
485881612,520000,0.0,0.0,320000,73,1,3,4,2019,26.01840311
485881611,600000,0.0,0.0,520000,73,1,3,5,2019,26.01840311
485883511,3150000,0.0,0.0,2375000,76,1,4,4,2019,99.817643621
485891711,1400000,0.0,100000.0,745000,76,1,3,4,2019,122.86472746
485894714,1300000,0.0,0.0,617000,76,1,3,1,2019,92.480755565
485894911,2700000,1.0,0.0,1250000,76,1,4,1,2019,102.77980547
485899511,1040000,0.0,0.0,280000,76,1,4,5,2019,91.398472624
485910311,1500000,0.0,0.0,679000,88,1,4,2,2019,9.5786720099
485951611,1280000,0.0,0.0,409000,76,0,3,4,2019,241.65809019
485952914,1400000,0.0,0.0,905000,5,1,3,2,2019,90.713884745
485955712,5000000,0.0,0.0,2689000,5,1,4,3,2019,103.78985311
485959511,250000,0.0,0.0,150000,15,1,3,1,2019,9.0525287611
485972811,4650000,1.0,0.0,2630000,20,1,2,1,2019,19.888055376
485978211,760000,1.0,0.0,708000,20,1,3,3,2019,18.631415944
485996612,700000,0.0,0.0,255000,50,1,4,1,2019,19.782094482
485996611,1000000,0.0,0.0,527000,50,1,4,1,2019,19.782094482
485996911,1100000,0.0,0.0,810000,50,1,3,5,2019,19.324496678
485999311,1200000,0.0,0.0,860000,50,1,3,5,2019,20.671943601
486002612,150000,0.0,0.0,50000,52,1,4,5,2019,8.8863156706
486012411,800000,0.0,0.0,150000,66,1,3,2,2019,46.136051038
486021411,2400000,0.0,0.0,875000,68,1,3,3,2019,49.873071806
486053912,400000,0.0,0.0,280400,15,1,4,5,2019,10.260572266
486059511,500000,0.0,0.0,320000,15,1,3,2,2019,11.006730203
486059512,1300000,0.0,0.0,1020000,15,1,3,4,2019,11.006730203
486075511,450000,0.0,0.0,80000,20,1,4,5,2019,13.725778595
486098511,3900000,1.0,828116.0,2365000,50,1,4,5,2019,22.878636365
486109516,1100000,0.0,0.0,600000,54,1,4,2,2019,26.010805169
486109512,3840000,0.0,0.0,2835000,54,1,4,4,2019,26.010805169
486110211,550000,0.0,0.0,256000,54,1,4,4,2019,30.075337166
486113412,1600000,0.0,0.0,1000000,54,1,3,2,2019,29.158591333
486114111,1200000,0.0,0.0,840000,63,1,2,5,2019,11.815165199
486125812,1300000,0.0,0.0,445000,66,1,4,1,2019,20.102452779
486128211,700000,0.0,0.0,124000,68,1,3,2,2019,42.141144874
486136011,480000,0.0,0.0,333600,73,1,3,3,2019,21.780997939
486136012,1800000,0.0,0.0,1360000,73,1,3,4,2019,21.780997939
486136411,1800000,0.0,0.0,1360000,73,1,3,4,2019,23.602045244
486171711,500000,0.0,0.0,350000,5,1,3,5,2019,80.638789016
486172811,4500000,0.0,0.0,1790000,5,1,3,4,2019,105.71521381
486181912,250000,0.0,0.0,80000,8,1,3,5,2019,46.202013455
486185419,1800000,1.0,0.0,372000,8,1,4,5,2019,33.89507137
486186212,2000000,0.0,0.0,995000,8,1,4,2,2019,48.093965009
486187212,400000,1.0,0.0,200000,8,1,4,2,2019,49.193209713
486188111,7000000,3.0,960000.0,4642000,8,1,4,4,2019,54.400746807
486196612,200000,0.0,0.0,40000,11,1,4,5,2019,286.85570856
486196611,800000,0.0,33000.0,660000,11,1,3,5,2019,286.85570856
486202811,1200000,0.0,0.0,945000,11,1,3,3,2019,234.52839723
486205511,500000,1.0,80000.0,300000,11,1,4,3,2019,245.36499798
486205611,1500000,0.0,0.0,1300000,11,1,3,5,2019,300.33752834
486216611,1200000,0.0,0.0,837000,11,1,4,2,2019,200.28137907
486225912,3000000,0.0,0.0,1830000,13,1,4,4,2019,37.704239507
486228513,800000,0.0,0.0,470000,13,1,4,2,2019,35.023035345
486230214,500000,0.0,0.0,48000,13,1,3,2,2019,37.12615623
486230513,1500000,1.0,0.0,800000,13,1,3,5,2019,36.104845974
486236512,825000,0.0,100000.0,737000,15,1,3,5,2019,9.6438691379
486240712,300000,0.0,0.0,70000,17,1,3,5,2019,11.574428086
486240912,140000,0.0,0.0,100000,17,1,3,4,2019,12.797797936
486247412,2500000,0.0,0.0,2210000,17,1,3,5,2019,13.968698114
486262511,8600000,0.0,0.0,3450000,18,1,3,5,2019,13.001033976
486263512,2200000,0.0,0.0,1120000,18,1,3,4,2019,8.2546337762
486278215,352000,0.0,0.0,95000,20,1,4,5,2019,13.641518702
486286211,540000,0.0,0.0,285000,23,1,4,5,2019,15.86837509
486294814,2000000,0.0,0.0,1603000,23,1,3,5,2019,14.026236035
486324112,168000,0.0,0.0,107000,41,1,4,2,2019,8.7565460455
486327711,600000,0.0,0.0,380000,41,1,3,5,2019,8.7149635413
486330111,1600000,0.0,0.0,1030000,44,1,3,5,2019,9.628769022
486346212,500000,0.0,0.0,67000,47,1,4,1,2019,21.062297557
486347714,6000000,1.0,625000.0,4535000,47,1,4,1,2019,23.076263733
486349612,2700000,1.0,0.0,260000,47,1,4,4,2019,13.345113001
486353111,6200000,0.0,0.0,5000000,47,1,3,2,2019,7.9395128358
486355311,3400000,1.0,1104000.0,220000,47,1,4,5,2019,11.85933006
486360912,2000000,0.0,0.0,880000,50,1,3,5,2019,16.329908994
486360911,600000,0.0,0.0,390000,50,1,3,5,2019,16.329908994
486380912,600000,0.0,0.0,530000,54,1,4,3,2019,35.810218377
486383511,4200000,0.0,0.0,3030000,54,1,3,2,2019,45.210538547
486384616,2500000,0.0,0.0,1296000,54,1,3,5,2019,18.983302889
486384614,250000,0.0,0.0,176000,54,1,4,5,2019,18.983302889
486384615,800000,0.0,0.0,346000,54,1,3,5,2019,18.983302889
4863846110,500000,0.0,0.0,396000,54,1,3,4,2019,18.983302889
486407311,1940000,0.0,0.0,720000,70,1,4,4,2019,7.9176200437
486408611,1800000,0.0,0.0,1120000,70,1,2,5,2019,11.48243746
486415813,1200000,0.0,0.0,690000,70,1,4,1,2019,10.714561979
4864173116,120000,0.0,0.0,80000,70,1,3,1,2019,11.416069167
486417711,380000,0.0,0.0,150000,70,1,3,2,2019,10.054292657
486431811,1600000,1.0,0.0,965000,76,1,4,5,2019,106.17055122
486433712,300000,2.0,0.0,142000,76,1,2,1,2019,67.874701558
486437812,1200000,0.0,0.0,437500,76,1,3,4,2019,82.654513158
486442112,960000,0.0,0.0,595000,76,1,4,5,2019,118.52231005
486472211,630000,0.0,0.0,467000,76,0,4,2,2019,219.75463367
486477111,1000000,0.0,0.0,897200,15,1,3,3,2019,10.993417439
486492011,4900000,0.0,0.0,3385000,68,1,4,4,2019,47.028751558
486500711,400000,0.0,0.0,160000,68,0,3,4,2019,73.028012178
486513113,300000,0.0,0.0,70000,17,1,4,5,2019,14.146314672
486520711,6000000,0.0,0.0,4800000,23,1,3,5,2019,15.865561995
486521012,1500000,0.0,0.0,900000,23,1,3,5,2019,14.290071703
486540611,800000,0.0,0.0,510000,63,1,3,5,2019,10.766369321
486548012,1000000,0.0,0.0,255000,73,1,4,1,2019,17.640906848
486550111,2000000,1.0,750000.0,1275000,73,1,4,5,2019,21.780997939
486563612,1600000,0.0,0.0,856000,76,0,3,4,2019,159.92207153
486570812,2700000,1.0,0.0,1777500,20,0,4,2,2019,117.13717818
486598511,620000,0.0,0.0,600000,5,1,3,3,2019,138.10237399
486603611,200000,0.0,0.0,72000,5,1,3,1,2019,103.06565039
486614411,1000000,0.0,0.0,420000,8,1,3,4,2019,61.176075815
486624514,100000,0.0,0.0,279000,8,1,4,1,2019,52.829619692
486626217,3600000,0.0,0.0,1970400,8,1,3,2,2019,52.250667257
486628711,9440000,2.0,0.0,5792000,8,1,3,5,2019,63.631219542
486652011,400000,0.0,0.0,180000,11,1,4,5,2019,318.01158934
486677312,1100000,0.0,0.0,670000,15,1,3,5,2019,10.724047517
486677711,250000,0.0,0.0,120000,15,1,3,4,2019,8.8806860849
486677712,1000000,0.0,0.0,900000,15,1,3,4,2019,8.8806860849
486688111,320000,0.0,0.0,35000,17,1,4,5,2019,14.395497379
486707712,2000000,2.0,0.0,1125000,18,1,4,2,2019,10.078047081
486708011,1350000,0.0,0.0,520000,18,1,3,1,2019,12.140752986
486737612,900000,0.0,0.0,490000,20,1,4,1,2019,14.982418028
486740311,3700000,0.0,0.0,2900000,23,1,4,5,2019,12.03427578
486792711,7311000,3.0,120000.0,5915000,44,1,3,5,2019,4.4882568931
486792812,560000,0.0,0.0,100000,44,1,4,5,2019,8.4964407292
486795011,1500000,0.0,0.0,740000,44,1,2,4,2019,10.317272113
486813712,2200000,0.0,0.0,890000,47,1,4,5,2019,16.251445207
486829511,1000000,0.0,0.0,170000,50,1,4,5,2019,18.132242541
486830311,1200000,0.0,0.0,760000,50,1,4,5,2019,18.352066818
486846411,3300000,0.0,0.0,2550000,52,1,4,2,2019,23.392077759
486846811,4420000,1.0,0.0,4162000,52,1,3,4,2019,20.637022776
486850911,2640000,0.0,0.0,2520000,52,1,3,5,2019,11.93019262
486858012,500000,0.0,0.0,100000,54,1,4,5,2019,30.523105082
486858011,750000,0.0,0.0,120000,54,1,3,5,2019,30.523105082
486861212,840000,0.0,0.0,570000,54,1,4,1,2019,30.085679845
486874914,100000,0.0,0.0,50000,63,1,3,5,2019,12.419456157
486875312,800000,0.0,0.0,480000,63,1,4,4,2019,13.000106394
486878611,470000,0.0,0.0,200000,63,1,3,4,2019,13.811087148
486878811,1380000,0.0,0.0,450000,63,1,3,5,2019,10.417395325
486887612,1300000,0.0,0.0,500000,66,1,3,4,2019,18.756722186
486888811,1600000,0.0,0.0,811000,66,1,4,1,2019,18.604988371
486889813,1000000,0.0,0.0,265000,66,1,4,2,2019,16.843934443
486889812,350000,0.0,0.0,150000,66,1,4,1,2019,16.843934443
486892311,1000000,0.0,0.0,50000,66,1,4,2,2019,19.405563943
486895411,1500000,0.0,0.0,320000,68,1,4,4,2019,35.590589151
486908613,4000000,0.0,0.0,2682000,70,1,4,5,2019,7.3784450324
486908615,5000000,3.0,600000.0,3345000,70,1,4,5,2019,7.3784450324
486909511,7000000,0.0,0.0,3517000,70,1,4,5,2019,9.3195943773
486910311,1700000,0.0,0.0,730000,70,1,4,5,2019,8.8062518911
486915911,376000,0.0,0.0,320000,70,1,3,5,2019,11.241003347
486921612,5500000,0.0,0.0,1660000,70,1,4,4,2019,12.300792722
486921616,5800000,0.0,0.0,2140000,70,1,4,5,2019,12.300792722
486921812,2020000,0.0,0.0,1380000,70,1,4,5,2019,9.6072374688
486922611,560000,0.0,0.0,50000,70,1,3,4,2019,9.4676662965
486924011,250000,0.0,122497.0,218396,70,1,4,5,2019,9.994509571
486926211,2900000,0.0,0.0,2055000,73,1,4,3,2019,24.248431583
486936912,3600000,1.0,200000.0,1585000,73,1,4,5,2019,20.777936594
486941914,1560000,1.0,0.0,983000,76,1,4,1,2019,116.35829799
486941911,2340000,0.0,0.0,377500,76,1,4,2,2019,116.35829799
486943016,750000,1.0,0.0,455000,76,1,4,5,2019,67.562637665
486948112,1800000,0.0,0.0,1300000,76,1,3,5,2019,116.75373427
486948215,5200000,1.0,780000.0,3930000,76,1,3,1,2019,90.422123315
486993511,1356954,0.0,0.0,909760,27,0,4,4,2019,97.915233811
487046612,400000,1.0,0.0,185000,66,0,2,1,2019,32.701487916
487049112,650000,0.0,0.0,340000,66,0,3,2,2019,215.19432587
487071113,800000,0.0,0.0,0,17,0,3,2,2019,167.99527708
487079011,600000,0.0,0.0,20000,5,1,3,5,2019,97.841585392
487080411,3000000,1.0,0.0,1260000,5,1,4,5,2019,106.97503153
487082611,4000000,1.0,0.0,1650000,5,1,3,4,2019,91.328191898
487084211,2000000,2.0,600000.0,1064000,5,1,4,2,2019,129.21582942
487085111,600000,0.0,0.0,290000,5,1,3,1,2019,93.895558795
487111517,800000,0.0,0.0,130000,20,1,3,2,2019,13.210980462
487112111,400000,0.0,0.0,90000,20,1,4,5,2019,17.029800648
487133112,600000,0.0,0.0,290000,47,1,2,5,2019,19.000003724
487133311,800000,0.0,0.0,140000,47,1,2,5,2019,15.305702816
487134514,1800000,1.0,0.0,115000,47,1,4,2,2019,16.502374429
487147111,400000,0.0,0.0,396000,54,1,3,3,2019,54.691298695
487157611,900000,0.0,0.0,240000,66,1,4,5,2019,23.941500726
487161416,1800000,0.0,0.0,1080000,68,1,3,2,2019,44.805041372
487164121,300000,0.0,0.0,67000,68,1,4,2,2019,29.424921196
487166011,226000000,2.0,2080000.0,217012000,70,1,3,2,2019,10.657005098
487181912,550000,0.0,0.0,464000,76,0,3,4,2019,170.09723997
487194512,4000000,0.0,0.0,3508000,52,0,3,5,2019,120.41186795
487194911,1300000,0.0,0.0,460000,52,0,2,4,2019,127.05676722
487195011,1700000,0.0,0.0,410000,52,0,4,4,2019,140.3808374
487204912,320000,0.0,0.0,48000,52,0,3,5,2019,147.13219063
487205012,360000,0.0,0.0,74000,52,0,3,4,2019,401.18052093
487218912,800000,0.0,0.0,723000,5,0,4,1,2019,162.11974313
487222211,2700000,0.0,0.0,2150000,5,0,3,2,2019,338.50368693
487237611,3000000,0.0,0.0,2035000,54,0,3,5,2019,155.77168592
487245911,700000,0.0,0.0,300000,54,0,3,4,2019,145.9376569
487247011,840000,0.0,0.0,375500,54,0,4,1,2019,132.32442652
487266911,400000,0.0,0.0,120000,63,0,3,5,2019,44.10157756
487271811,1600000,1.0,120000.0,345000,63,0,4,5,2019,19.287719955
487273611,1000000,2.0,0.0,684000,63,0,4,5,2019,19.287719955
487279021,1500000,0.0,0.0,940000,68,0,4,5,2019,45.493972591
487279311,4500000,0.0,112232.0,3640000,68,0,3,5,2019,78.828097343
487304312,3200000,2.0,0.0,2361000,76,0,4,3,2019,436.91115458
487316412,300000,0.0,0.0,201000,13,0,2,1,2019,256.8023521
487317911,60000,0.0,0.0,40000,13,0,3,1,2019,176.38101075
487318111,500000,0.0,0.0,370000,13,0,4,1,2019,95.412621794
487329512,1800000,0.0,0.0,1314000,13,0,4,3,2019,93.826399331
487332112,600000,0.0,0.0,202000,13,0,2,4,2019,67.940306289
487337912,960000,1.0,120000.0,650000,13,0,4,2,2019,91.245304686
487338911,540000,0.0,0.0,272000,13,0,3,1,2019,207.32063924
487367813,120000,0.0,0.0,60000,13,1,4,3,2019,38.480223636
487387321,4500000,1.0,0.0,1040000,19,1,3,3,2019,5.1002148181
487402311,780000,0.0,0.0,500000,27,1,3,4,2019,11.456008836
487404511,2500000,0.0,0.0,576000,41,1,4,3,2019,12.886023264
487411911,800000,0.0,0.0,530000,47,1,3,5,2019,12.21564777
487417711,200000,0.0,0.0,70000,47,1,4,4,2019,13.345113001
487424911,1400000,0.0,0.0,696000,50,1,4,2,2019,23.655787709
487427311,1200000,0.0,0.0,580000,50,1,4,4,2019,29.957782323
487427714,1200000,0.0,0.0,920000,50,1,3,5,2019,24.774891712
487459015,150000,0.0,0.0,0,70,1,3,5,2019,10.028298884
487459631,2000000,1.0,0.0,930000,70,1,3,3,2019,7.651506214
487472911,1500000,0.0,0.0,370000,76,1,3,4,2019,120.41896748
487475413,5100000,0.0,0.0,210000,88,1,4,2,2019,6.4587039518
487486111,150000,0.0,0.0,90000,19,0,3,3,2019,122.48248009
487487011,1800000,0.0,0.0,1388400,19,0,3,5,2019,76.297903551
487494013,2200000,0.0,0.0,2080000,19,0,3,5,2019,72.177591784
487494211,650000,0.0,0.0,604000,19,0,3,5,2019,85.608308863
487504912,350000,0.0,0.0,390000,25,0,3,1,2019,166.66436465
487505912,1800000,1.0,300000.0,1150000,25,0,4,2,2019,161.13894515
487514511,3500000,0.0,0.0,2133000,25,0,3,5,2019,739.68618345
487517211,1344495,0.0,0.0,1222575,27,0,4,5,2019,163.49691875
487521313,180000,0.0,0.0,50000,41,0,4,4,2019,131.54402395
487543611,1600000,2.0,0.0,1002000,50,0,4,2,2019,91.231527943
487550212,2400000,0.0,0.0,2005000,70,0,3,5,2019,174.13541542
487569216,3000000,1.0,580000.0,1230000,8,0,4,3,2019,55.679624772
487572211,4000000,1.0,0.0,2640000,8,0,4,1,2019,162.4454376
487577011,910000,1.0,0.0,608000,8,0,3,5,2019,334.85309824
487623911,1100000,0.0,0.0,784000,8,1,4,2,2019,48.881703593
487626114,4800000,0.0,0.0,2500000,8,1,4,2,2019,64.1946039
487626111,9000000,1.0,200000.0,6510000,8,1,4,2,2019,64.1946039
487628711,1275000,0.0,0.0,850000,8,1,3,2,2019,34.916255796
487629511,1000000,1.0,0.0,450000,8,1,3,1,2019,49.193209713
487630111,1700000,0.0,0.0,1050000,8,1,3,5,2019,58.891053632
487630412,700000,0.0,0.0,130000,8,1,4,1,2019,60.87850676
487630411,15000000,1.0,600000.0,8000000,8,1,3,3,2019,60.87850676
487632511,5400000,0.0,0.0,3085000,8,1,4,1,2019,45.742007807
487646911,1800000,0.0,0.0,391000,11,1,4,4,2019,347.67220805
487648211,1800000,1.0,0.0,945000,11,1,4,2,2019,367.32645627
487649311,800000,0.0,0.0,472000,11,1,3,4,2019,275.96133256
487652411,1200000,0.0,0.0,620000,11,1,3,5,2019,217.32638534
487674311,3000000,0.0,313500.0,2200000,15,1,3,5,2019,11.147326534
